"ID","Débitos","Fabricante","Modelo","Ano","Categoria","Couro","Combustivel","Volume_motor","Km","Cilindros","Tipo_cambio","Tração","Portas","Rodas","Cor","Airbags","Preco","Numero_proprietarios","Data_ultima_lavagem","Adesivos_personalizados","Radio_AM_FM","Historico_troca_oleo","Codigo_concessionaria","Classificacao_Veiculo","Faixa_Preco"
45756959,"-","TOYOTA","Land Cruiser",2004,"SUV","Sim","Diesel","4.2","525000 km",6,"Manual","4x4","4-5",24,"Preto",4,27284,5,2020-01-07,"Sim","AM",3,5506,"Usado","Médio"
45789697,"640","KIA","Optima",2013,"Sedan","Sim","Gasolina","2.0 Turbo","74000 km",4,"Tiptronic","Dianteira","4-5",27,"Branco",12,24462,4,2020-07-22,"Sim","AM/FM",4,8482,"Usado","Médio"
45571864,"585","HYUNDAI","Elantra GT",2013,"Hatchback","Nao","gasolina","1.8","75000 km",4,"Automatico","Dianteira","4-5",11,"Branco",8,11227,5,2022-04-28,"Sim","AM/FM",6,4632,"Usado","Econômico"
45559860,"-","NISSAN","Tiida",2005,"Hatchback","Sim","Gasolina","1.5","1111 km",4,"Variator","Dianteira","4-5",15,"Verde",7,8467,5,2022-10-23,"Sim","AM/FM",8,1035,"Usado","Econômico"
45813036,"586","LEXUS","CT 200h",2012,"Hatchback","Sim","Hibrido","1.8","149981 km",4,"Automatico","Dianteira","4-5",17,"Cinza",12,220,5,2020-08-21,"Não","FM",5,4862,"Usado","Econômico"
45491659,"843","TOYOTA","Prius",2008,"Hatchback","Nao","Hibrido","1.5","92000 km",4,"Variator","Dianteira","4-5",15,"Cinza",16,13485,5,2021-03-05,"Não","AM/FM",4,2518,"Usado","Econômico"
45769321,"1750","TOYOTA","Highlander",2008,"Sedan","Sim","Hibrido","3.3","287274 km",6,"Automatico","4x4","4-5",2,"Branco",12,125,4,2022-12-04,"Sim","AM",7,2512,"Usado","Econômico"
45769882,"1172","MERCEDES-BENZ","E 350",2011,"Sedan","Sim","diesel","3.5","132630 km",6,"Automatico","Traseira","4-5",2,"Prata",12,314,4,2022-01-18,"Sim","FM",0,1642,"Usado","Econômico"
45755514,"784","FORD","Fusion",2017,"Sedan","Sim","Gasolina","1.5","73909 km",4,"Automatico","Dianteira","4-5",15,"Preto",12,392,4,2021-02-19,"Não","AM",8,6021,"Usado","Econômico"
45760824,"-","SUBARU","Legacy",2002,"Sedan","Nao","Gasol.","2.0 Turbo","16700 km",4,"Tiptronic","4x4","4-5",12,"Prata",4,3763,3,2022-07-05,"Sim","AM",9,6909,"Usado","Econômico"
45782122,"-","TOYOTA","Prius",2011,"Hatchback","Sim","Hibrido","1.8","124000 km",4,"Variator","Dianteira","4-5",32,"Cinza",12,16400,5,2020-05-22,"Sim","FM",9,2648,"Usado","Econômico"
45772163,"1659","TOYOTA","Tundra",2014,"Sedan","Sim","gasolina","5.7","0 km",8,"Automatico","4x4","4-5",29,"Branco",12,3293,4,2021-11-12,"Não","AM/FM",8,4019,"Usado","Econômico"
45781633,"-","FORD","Transit",2006,"Microonibus","Nao","Diesel","2.0 Turbo","22500 km",4,"Manual","Dianteira","4-5",26,"Branco",2,16308,2,2020-02-01,"Sim","FM",6,2882,"Usado","Econômico"
45651907,"333","FORD","Fusion",2014,"Sedan","Sim","Hibrido","2","0 km",4,"Automatico","Dianteira","4-5",12,"Prata",0,1019,1,2022-04-22,"Sim","AM/FM",6,3056,"Usado","Econômico"
45810156,"790","CHEVROLET","Lacetti",2009,"Sedan","Sim","gasolina","1.6","96959 km",4,"Automatico","Dianteira","4-5",4,"Cinza",4,10092,3,2022-08-17,"Não","AM",0,6203,"Usado","Econômico"
45797284,"777","HYUNDAI","H1",2014,"Minivan","Sim","DIESEL","2.5","85933 km",4,"Automatico","Dianteira","4-5",14,"Prata",4,36068,5,2021-12-13,"Sim","AM",1,9785,"Usado","Médio"
40750321,"-","VOLKSWAGEN","Touareg",2004,"SUV","Sim","GASOLINA","4.2","250000 km",8,"Automatico","4x4","4-5",11,"Bege",0,13000,5,2021-04-03,"Não","AM",2,9963,"Usado","Econômico"
45768115,"474","CHEVROLET","Cruze",2013,"Sedan","Nao","gasolina","1.4 Turbo","100000 km",4,"Automatico","Dianteira","4-5",15,"Vermelho",12,4077,1,2020-04-07,"Não","AM",7,7511,"Usado","Econômico"
45726723,"640","SSANGYONG","Korando",2013,"SUV","Sim","DIESEL","2","88000 km",4,"Automatico","Dianteira","4-5",5,"Azul",4,24709,2,2022-10-29,"Sim","AM",7,1806,"Usado","Médio"
45649855,"779","TOYOTA","Camry",2013,"Sedan","Sim","Hibrido","2.5","190549 km",4,"Automatico","Dianteira","4-5",27,"Preto",12,5018,1,2021-12-07,"Não","FM",6,7964,"Usado","Econômico"
45793489,"-","HONDA","FIT",2009,"Hatchback","Nao","Gasolina","1.3","185000 km",4,"Variator","Dianteira","4-5",7,"Azul",2,10036,1,2021-07-11,"Não","FM",7,8017,"Usado","Econômico"
45793931,"528","NISSAN","Versa",2014,"Hatchback","Sim","Gasol.","1.6","91000 km",4,"Automatico","Dianteira","4-5",1,"Azul ceu",8,10976,2,2022-05-26,"Sim","FM",3,8404,"Usado","Econômico"
45809738,"697","HONDA","Civic",2015,"Sedan","Sim","gasolina","1.8","62137 km",4,"Automatico","Dianteira","4-5",17,"Prata",4,44047,5,2022-01-12,"Sim","FM",4,5652,"Usado","Médio"
45764147,"1811","LEXUS","GX 460",2010,"SUV","Sim","Gasol.","4.6","275240 km",8,"Automatico","4x4","4-5",10,"Prata",0,NA,4,2020-04-27,"Não","AM/FM",0,9857,"Usado",NA
45755979,"-","BMW","325",2002,"Cupê","Sim","Gasol.","2.5",NA,6,"Tiptronic","Traseira","2-3",11,"Prata",6,7840,1,2022-11-22,"Sim","AM/FM",6,3396,"Usado","Econômico"
45764460,"1493","MERCEDES-BENZ","E 350",2016,"Sedan","Sim","Dies.","3.5","77205 km",6,"Automatico","Traseira","4-5",14,"Cinza",12,1568,5,2022-12-21,"Sim","AM/FM",5,3702,"Usado","Econômico"
45803367,"765","HYUNDAI","Sonata",2015,"Sedan","Sim","Gasol.","2","36223 km",4,"Automatico","Dianteira","4-5",12,"Prata",4,20382,2,2022-09-04,"Sim","AM",5,8644,"Usado","Médio"
45762991,"1537","TOYOTA","Highlander",2009,"SUV","Sim","Hibrido","3.3","420550 km",6,"Automatico","4x4","4-5",20,"Azul",12,12074,4,2020-08-12,"Não","FM",5,9902,"Usado","Econômico"
45741811,"-","NISSAN","X-Terra",2004,"SUV","Nao","Gás Natural","3.3","216000 km",6,"Manual","4x4","4-5",3,"Prata",4,9722,2,2020-12-29,"Sim","FM",3,3531,"Usado","Econômico"
45802916,"891","HYUNDAI","Santa FE",2016,"SUV","Sim","DIESEL","2","122409 km",4,"Automatico","Dianteira","4-5",23,"Azul",4,42717,3,2021-09-07,"Sim","FM",8,9173,"Usado","Médio"
45795311,"-","TOYOTA","Vitz i.ll",2007,"Hatchback","Sim","Gasolina","1.3","205000 km",4,"Automatico","Dianteira","4-5",29,"Vermelho",4,10036,2,2020-08-31,"Sim","AM",9,4847,"Usado","Econômico"
45789942,"1586","KIA","Sorento",2007,"SUV","Sim","DIESEL","2.5","72872 km",4,"Automatico","Dianteira","4-5",29,"Preto",4,5645,3,2021-12-04,"Não","AM",5,5758,"Usado","Econômico"
45816160,"751","HYUNDAI","Santa FE",2013,"SUV","Sim","Gasolina","2.4",NA,4,"Automatico","Dianteira","4-5",16,"Prata",11,2901,3,2021-07-15,"Sim","AM",5,2536,"Usado","Econômico"
45812968,"753","HYUNDAI","Sonata",2012,"Sedan","Sim","Hibrido","2.4","243051 km",4,"Automatico","Dianteira","4-5",3,"Branco",12,NA,2,2022-11-08,"Sim","AM",0,1487,"Usado",NA
45249637,"779","VOLKSWAGEN","Passat",2013,"Sedan","Sim","GASOLINA","2.5","115000 km",10,"Automatico","Dianteira","4-5",20,"Prata",12,18817,1,2020-03-16,"Sim","AM",7,8432,"Usado","Econômico"
45798214,"-","MERCEDES-BENZ","C 220",2009,"Sedan","Nao","Dies.","2.2 Turbo","278000 km",6,"Tiptronic","Traseira","4-5",23,"Prata",8,27598,3,2021-11-18,"Sim","AM/FM",4,8176,"Usado","Médio"
45664426,"919","BMW","X5",2012,"SUV","Sim","Diesel","3","103458 km",6,"Automatico","4x4","4-5",27,"Branco",0,8154,1,2021-05-07,"Não","FM",9,1260,"Usado","Econômico"
45805421,"-","OPEL","Vectra",2000,"Sedan","Nao","Gás Natural","2","203000 km",4,"Manual","Dianteira","4-5",26,"Prata",4,10663,3,2022-12-08,"Não","AM",10,8655,"Usado","Econômico"
45652372,"1138","HYUNDAI","Genesis",2013,"Cupê","Sim","Gasol.","3.8","93470 km",6,"Automatico","Traseira","2-3",1,"Branco",12,549,2,2022-03-08,"Não","AM",9,1205,"Usado","Econômico"
45816615,"900","HYUNDAI","Santa FE",2015,"SUV","Sim","GASOLINA","2.4","107106 km",4,"Automatico","Dianteira","4-5",29,"Branco",12,NA,4,2021-11-05,"Sim","AM/FM",2,4795,"Usado",NA
45520980,"-","BMW","335",2008,"Cupê","Sim","Gasolina","3.0 Turbo","0 km",6,"Tiptronic","4x4","2-3",22,"Preto",4,18189,3,2020-05-13,"Sim","FM",9,1770,"Usado","Econômico"
45768457,"2225","LEXUS","GX 460",2017,"SUV","Sim","Gasol.","4.6","69918 km",8,"Automatico","4x4","4-5",5,"Branco",0,470,1,2020-07-17,"Sim","FM",8,1168,"Usado","Econômico"
38132502,"-","HONDA","FIT",2012,"Sedan","Nao","Hibrido","1.5","80000 km",4,"Automatico","Dianteira","4-5",14,"Verde",0,50,1,2022-12-08,"Não","AM",1,6749,"Usado","Econômico"
45804673,"770","HYUNDAI","Tucson",2016,"SUV","Sim","diesel","1.7","172858 km",4,"Automatico","Dianteira","4-5",1,"Branco",4,32409,4,2021-04-01,"Sim","FM",7,8768,"Usado","Médio"
45804389,"836","HYUNDAI","Tucson",2010,"SUV","Sim","DIESEL","2","138196 km",4,"Automatico","Dianteira","4-5",18,"Prata",4,15423,4,2020-06-20,"Sim","AM/FM",10,2105,"Usado","Econômico"
45761347,"1811","LEXUS","GX 460",2010,"SUV","Sim","GASOLINA","4.6",NA,8,"Automatico","4x4","4-5",9,"Preto",0,39829,5,2021-01-26,"Não","AM/FM",9,2780,"Usado","Médio"
45804900,"642","HYUNDAI","Tucson",2012,"SUV","Sim","Diesel","2","88651 km",4,"Automatico","Dianteira","4-5",22,"Branco",4,26927,2,2020-01-14,"Sim","AM",6,4367,"Usado","Médio"
45715130,"1024","VOLKSWAGEN","Golf",2010,"Hatchback","Sim","Gasol.","2.5","105000 km",5,"Tiptronic","Dianteira","4-5",14,"Red",10,13172,1,2022-04-15,"Não","AM/FM",8,9581,"Usado","Econômico"
45799248,"562","CHEVROLET","Cruze",2015,"Sedan","Sim","Gasol.","1.4","91200 km",4,"Automatico","Dianteira","4-5",20,"Preto",6,17249,3,2020-03-19,"Não","FM",5,3961,"Usado","Econômico"
45790413,"1356","OPEL","Combo",2005,"Vagao de carga","Nao","Gás Natural","1.6","146300 km",4,"Manual","Dianteira","4-5",26,"Branco",2,8781,2,2021-01-26,"Não","AM",7,5999,"Usado","Econômico"
45791824,"-","HONDA","Stream",2001,"Minivan","Nao","Gasol.","1.7","1000 km",4,"Automatico","Dianteira","4-5",9,"Marrom",0,6272,3,2022-09-26,"Sim","AM",0,8339,"Usado","Econômico"
45786643,"-","MERCEDES-BENZ","C 180",1999,"Sedan","Nao","Gás Natural","1.8","250000 km",4,"Manual","Traseira","4-5",4,"Azul",4,7683,1,2022-10-31,"Não","AM/FM",10,6421,"Usado","Econômico"
45015384,"586","CHEVROLET","Cruze",2012,"Sedan","Nao","GASOLINA","1.8","129023 km",4,"Automatico","Dianteira","4-5",15,"Branco",12,6272,2,2021-07-26,"Sim","AM",3,5622,"Usado","Econômico"
45651206,"1493","MERCEDES-BENZ","GLE 350",2016,"SUV","Sim","GASOLINA","3.5",NA,6,"Automatico","Traseira","4-5",14,"Preto",0,549,3,2020-09-30,"Não","AM",7,7602,"Usado","Econômico"
45760883,"-","CHEVROLET","Volt",2012,"Hatchback","Sim","Gasol.","1.4","117000 km",4,"Automatico","Dianteira","4-5",31,"Red",8,21639,3,2021-03-07,"Sim","FM",6,9222,"Usado","Médio"
45716078,"1325","TOYOTA","RAV 4",2019,"SUV","Nao","Gasolina","2.5","2565 km",4,"Automatico","4x4","4-5",28,"Branco",8,47042,4,2022-02-07,"Não","AM/FM",2,3780,"Semi-novo","Médio"
45812801,"1249","TOYOTA","Camry",2017,"Sedan","Sim","gasolina","2.5","74029 km",4,"Automatico","Dianteira","4-5",22,"Azul",12,14583,4,2022-05-10,"Não","AM",2,6404,"Usado","Econômico"
45730322,"1099","SSANGYONG","REXTON",2010,"SUV","Sim","diesel","2.7","195000 km",4,"Automatico","Dianteira","4-5",5,"Branco",4,22947,4,2022-02-10,"Não","FM",1,1345,"Usado","Médio"
45779082,"1018","BMW","528",2011,"Sedan","Sim","Gasolina","3",NA,6,"Tiptronic","Traseira","4-5",17,"Azul",12,24148,3,2020-05-20,"Sim","AM/FM",6,6933,"Usado","Médio"
45793261,"764","CHEVROLET","Orlando",2015,"SUV","Sim","GASOLINA","2","31892 km",4,"Automatico","Dianteira","4-5",19,"Preto",4,13642,1,2021-12-29,"Sim","AM",5,5081,"Usado","Econômico"
45813437,"1481","BMW","428",2017,"Cupê","Sim","GASOLINA","3","71894 km",6,"Automatico","Traseira","2-3",3,"Azul",12,26343,3,2021-06-13,"Não","AM",5,8230,"Usado","Médio"
45804285,"707","HYUNDAI","Tucson",2011,"SUV","Sim","Diesel","2","174308 km",4,"Automatico","Dianteira","4-5",25,"Cinza",4,24415,2,2021-05-20,"Não","FM",0,1966,"Usado","Médio"
45808194,"-","VOLKSWAGEN","T3",1997,"Hatchback","Nao","GASOLINA","1.6","3568 km",4,"Manual","Dianteira","4-5",1,"Red",2,2600,2,2021-05-14,"Sim","AM",1,8377,"Usado","Econômico"
45812719,"-","FORD","Escape",2015,"SUV","Nao","Gasolina","1.6 Turbo","98000 km",4,"Tiptronic","Dianteira","4-5",10,"Prata",8,28225,5,2021-06-05,"Não","AM/FM",0,6410,"Usado","Médio"
45730906,"1324","HYUNDAI","Genesis",2010,"Sedan","Sim","GASOLINA","3.3","235729 km",4,"Automatico","Dianteira","4-5",21,"Prata",4,17484,2,2021-10-01,"Não","FM",5,1241,"Usado","Econômico"
45696279,"777","TOYOTA","RAV 4 XLE",2014,"SUV","Nao","Gasol.","2.5","20800 km",4,"Tiptronic","4x4","4-5",14,"Branco",12,40769,2,2021-05-26,"Sim","FM",8,8880,"Usado","Médio"
45752261,"3739","FORD","F150",2004,"Sedan","Sim","GASOLINA","4.6","0 km",8,"Automatico","Traseira","4-5",32,"Red",12,314,5,2020-11-02,"Sim","AM/FM",8,4512,"Usado","Econômico"
45760654,"934","SUBARU","Forester",2015,"SUV","Sim","Gasolina","2.5","81058 km",4,"Automatico","4x4","4-5",31,"Prata",0,10663,4,2021-09-17,"Não","FM",7,4986,"Usado","Econômico"
45796884,"862","HYUNDAI","H1",2011,"Universal","Sim","Diesel","2.5",NA,4,"Automatico","Dianteira","4-5",22,"Amarelo",4,17346,3,2020-08-13,"Não","AM",4,1071,"Usado","Econômico"
45773659,"1246","MAZDA","616",2008,"Hatchback","Sim","Gasol.","2.3","254542 km",4,"Automatico","Dianteira","4-5",20,"Cinza",12,392,5,2022-05-21,"Não","AM",0,5784,"Usado","Econômico"
45796841,"681","SUZUKI","Swift",2019,"Hatchback","Nao","Gasolina","1.2","0 km",4,"Variator","Dianteira","4-5",21,"Red",0,45009,3,2020-07-20,"Sim","FM",6,2567,"Semi-novo","Médio"
45815407,"779","TOYOTA","Camry",2013,"Sedan","Sim","Hibrido","2.5","124184 km",4,"Automatico","Dianteira","4-5",5,"Prata",12,5018,3,2020-02-22,"Não","AM/FM",4,6347,"Usado","Econômico"
45768806,"574","HONDA","Insight",2010,"Hatchback","Sim","Hibrido","1.3","184250 km",4,"Automatico","Dianteira","4-5",25,"Cinza",0,220,2,2022-06-07,"Não","AM",0,1984,"Usado","Econômico"
45814893,"585","TOYOTA","Prius",2013,"Hatchback","Sim","Hibrido","1.8","492642 km",4,"Automatico","Dianteira","4-5",22,"Prata",12,5175,3,2021-10-14,"Não","AM",6,5754,"Usado","Econômico"
45793652,"1282","CHEVROLET","Captiva",2007,"SUV","Sim","Diesel","2","75574 km",4,"Automatico","Dianteira","4-5",20,"Prata",4,6115,5,2022-03-20,"Sim","AM",1,2787,"Usado","Econômico"
45523519,"-","OPEL","Astra",1992,"Sedan","Nao","Gasolina","1.8","11111 km",4,"Automatico","Dianteira","4-5",15,"Vermelho",3,3700,3,2022-11-25,"Sim","FM",0,6199,"Usado","Econômico"
45729773,"629","HYUNDAI","Elantra",2015,"Sedan","Sim","DIESEL","1.6","87521 km",4,"Automatico","Dianteira","4-5",30,"Branco",4,27654,2,2021-06-13,"Sim","FM",5,4677,"Usado","Médio"
45813378,"765","BMW","320",2015,"Sedan","Sim","Gasolina","2","87358 km",4,"Automatico","Traseira","4-5",13,"Branco",12,5488,5,2020-01-04,"Sim","FM",10,5345,"Usado","Econômico"
45655293,"1104","AUDI","Q7",2015,"SUV","Sim","gasolina","3","71717 km",6,"Automatico","4x4","4-5",7,"Preto",0,549,2,2020-06-30,"Sim","AM",0,3515,"Usado","Econômico"
45793361,"488","CHEVROLET","Spark",2016,"Sedan","Sim","Gasol.","1","30901 km",4,"Automatico","Dianteira","4-5",11,"Branco",4,11604,3,2021-01-24,"Sim","FM",9,7554,"Usado","Econômico"
45726995,"639","SSANGYONG","Korando",2014,"SUV","Sim","Diesel","2","75661 km",4,"Automatico","Dianteira","4-5",19,"Preto",4,25591,1,2020-02-13,"Sim","FM",9,9320,"Usado","Médio"
45789894,"1708","SSANGYONG","REXTON",2007,"SUV","Sim","diesel","2.7","76364 km",4,"Automatico","Dianteira","4-5",5,"Preto",4,NA,4,2020-12-27,"Sim","AM/FM",3,1025,"Usado",NA
45813244,"934","TOYOTA","Camry",2015,"Sedan","Sim","Gasolina","2.5","113053 km",4,"Automatico","Dianteira","4-5",26,"Azul",12,392,3,2020-06-29,"Sim","AM/FM",6,7406,"Usado","Econômico"
45806415,"831","GMC","TERRAIN",2018,"Sedan","Sim","Gasol.","1.5","51050 km",4,"Automatico","Dianteira","4-5",1,"Azul",12,9879,2,2022-02-12,"Não","AM",7,7097,"Semi-novo","Econômico"
45644219,"761","TOYOTA","Prius",2010,"Sedan","Nao","Hibrido","1.8","170000 km",4,"Variator","Dianteira","4-5",27,"Azul",10,14426,5,2020-03-25,"Não","FM",4,5973,"Usado","Econômico"
45773842,"1053","MERCEDES-BENZ","E 350",2014,"Sedan","Sim","GASOLINA","3.5","146395 km",6,"Automatico","Traseira","4-5",27,"Cinza",12,1882,4,2020-05-02,"Sim","AM",1,6384,"Usado","Econômico"
45770962,"574","HONDA","Insight",2010,"Hatchback","Sim","Hibrido","1.3","184250 km",4,"Automatico","Dianteira","4-5",2,"Cinza",0,220,2,2021-04-26,"Sim","AM",3,1435,"Usado","Econômico"
45806693,"831","TOYOTA","Camry",2011,"Sedan","Sim","Hibrido","2.4","248178 km",4,"Tiptronic","Dianteira","4-5",8,"Branco",10,9408,1,2021-07-15,"Não","AM",8,1526,"Usado","Econômico"
45797275,"777","HYUNDAI","H1",2014,"Minivan","Sim","DIESEL","2.5","117917 km",4,"Automatico","Dianteira","4-5",3,"Prata",4,35902,3,2022-06-13,"Não","FM",6,7313,"Usado","Médio"
32171534,"-","MERCEDES-BENZ","230 W153",1943,"Sedan","Sim","GASOLINA","2.2","69000 km",4,"Automatico","Traseira","4-5",6,"Branco",0,119172,2,2022-04-21,"Sim","AM",8,5838,"Usado","Muito Luxo"
45732810,"836","HYUNDAI","Sonata",2010,"Sedan","Sim","Gasolina","2","155573 km",4,"Automatico","Dianteira","4-5",1,"Prata",4,15850,2,2021-10-05,"Não","FM",8,9650,"Usado","Econômico"
45806058,"2278","TOYOTA","Prius",2008,"Hatchback","Sim","Hibrido","1.5","147000 km",4,"Automatico","Dianteira","4-5",16,"Prata",0,125,4,2022-07-15,"Sim","AM/FM",8,5987,"Usado","Econômico"
45509166,"831","NISSAN","Versa",2017,"Sedan","Nao","GASOLINA","1.6","64765 km",4,"Automatico","Dianteira","4-5",12,"Branco",6,10976,3,2020-06-10,"Sim","AM/FM",9,2157,"Usado","Econômico"
45415687,"574","HONDA","Insight",2010,"Hatchback","Nao","Hibrido","1.3","3333 km",4,"Variator","Dianteira","4-5",11,"Red",8,3920,2,2021-06-13,"Não","FM",9,1880,"Usado","Econômico"
45642461,"394","TOYOTA","Camry",2014,"Sedan","Sim","Hibrido","2.5","115312 km",4,"Automatico","Dianteira","4-5",23,"Cinza",12,706,4,2020-05-08,"Não","AM",7,4759,"Usado","Econômico"
45519139,"-","MERCEDES-BENZ","ML 320",2003,"SUV","Sim","Gasol.","3.2","141800 km",6,"Tiptronic","4x4","4-5",6,"Prata",8,14113,4,2022-07-04,"Não","AM/FM",4,8319,"Usado","Econômico"
45748741,"-","HONDA","FIT",2006,"Hatchback","Nao","gasolina","1.3","0 km",4,"Automatico","Dianteira","4-5",32,"Branco",4,30,4,2020-02-10,"Não","FM",6,2892,"Usado","Econômico"
45776587,"-","NISSAN","March",2004,"Hatchback","Nao","GASOLINA","1.2",NA,4,"Automatico","Dianteira","4-5",24,"Cinza",2,5331,4,2022-05-18,"Não","FM",7,7785,"Usado","Econômico"
45586204,"1701","HONDA","Fred",2010,"Minivan","Nao","Gasol.","1.5","117000 km",4,"Automatico","Dianteira","4-5",13,"Preto",4,4300,2,2020-11-08,"Não","AM",8,6233,"Usado","Econômico"
45426971,"751","TOYOTA","RAV 4",2013,"SUV","Nao","gasolina","2.4","92800 km",4,"Automatico","4x4","4-5",19,"Marrom",6,39201,5,2020-04-12,"Sim","AM/FM",2,7055,"Usado","Médio"
45788638,"-","VOLKSWAGEN","Golf 2",1989,"Hatchback","Sim","GASOLINA","1.8","123457 km",4,"Manual","Dianteira","2-3",17,"Azul",0,2500,3,2020-06-12,"Não","AM/FM",3,2483,"Usado","Econômico"
45805725,"-","MERCEDES-BENZ","ML 320",2002,"SUV","Sim","Gás Natural","3.2","384000 km",6,"Tiptronic","4x4","4-5",4,"Preto",12,11917,4,2020-11-11,"Sim","AM",9,4378,"Usado","Econômico"
45810993,"1811","LEXUS","GX 460",2010,"SUV","Sim","Gasolina","4.6","155821 km",8,"Automatico","4x4","4-5",18,"Preto",12,26030,2,2022-03-25,"Não","AM/FM",0,1898,"Usado","Médio"
43547179,"639","FORD","Fusion",2014,"Sedan","Sim","Gasolina","2.0 Turbo","105873 km",4,"Automatico","Dianteira","4-5",4,"Preto",12,11917,1,2020-09-14,"Sim","AM",1,2763,"Usado","Econômico"
45768642,"-","JEEP","Wrangler",2013,"SUV","Nao","gasolina","3.6","37500 km",6,"Manual","4x4","2-3",30,"Prata",4,47042,1,2020-02-23,"Não","AM/FM",6,1822,"Usado","Médio"
45761034,"-","OPEL","Omega",1999,"Sedan","Sim","Gás Natural","3","180000 km",6,"Manual","Traseira","4-5",26,"Preto",12,4700,3,2020-09-22,"Sim","FM",1,1067,"Usado","Econômico"
45801329,"-","TOYOTA","Prius",2007,"Hatchback","Nao","Hibrido","1.6","182400 km",4,"Automatico","Dianteira","4-5",15,"Red",6,13799,4,2020-07-15,"Sim","AM",4,9388,"Usado","Econômico"
45804640,"831","HYUNDAI","Tucson",2017,"SUV","Sim","Gasolina","1.6","41551 km",4,"Automatico","Dianteira","4-5",31,"Preto",4,51689,4,2020-07-20,"Sim","AM",3,6805,"Usado","Luxo"
45771009,"1405","MERCEDES-BENZ","GLK 300",2009,"SUV","Sim","Dies.","3.0 Turbo","165000 km",6,"Automatico","4x4","4-5",5,"Preto",8,36065,4,2020-04-24,"Sim","AM",6,1192,"Usado","Médio"
45801833,"687","HYUNDAI","Elantra",2010,"Sedan","Sim","Gasolina","1.6","103149 km",4,"Automatico","Dianteira","4-5",26,"Prata",4,15132,4,2020-11-13,"Não","FM",10,9834,"Usado","Econômico"
45793086,"1051","KIA","Optima",2016,"Sedan","Nao","Gasolina","2.4",NA,4,"Automatico","Dianteira","4-5",24,"Branco",6,22894,1,2022-07-17,"Não","FM",8,1150,"Usado","Médio"
45809117,"722","FORD","Mustang",2014,"Cupê","Sim","Gasolina","2.3",NA,4,"Automatico","Dianteira","4-5",9,"Red",4,58391,3,2022-12-25,"Sim","AM/FM",1,4018,"Usado","Luxo"
44236195,"1482","MERCEDES-BENZ","GL 450",2011,"SUV","Sim","gasolina","4.5 Turbo","160000 km",8,"Tiptronic","4x4","4-5",26,"Bege",12,31988,2,2020-11-12,"Sim","AM",9,6017,"Usado","Médio"
44672172,"-","LANCIA","Musa",2006,"Minivan","Sim","Gasolina","1.4","57000 km",4,"Tiptronic","Dianteira","4-5",28,"Azul",12,12231,2,2021-08-19,"Não","AM/FM",2,6496,"Usado","Econômico"
45659845,"1356","LEXUS","GX 460",2014,"SUV","Sim","GASOLINA","4.6","200402 km",8,"Automatico","4x4","4-5",1,"Prata",0,941,2,2020-07-26,"Não","FM",7,6392,"Usado","Econômico"
45423632,"1829","NISSAN","Pathfinder",2006,"SUV","Nao","Diesel","2.5 Turbo",NA,4,"Manual","4x4","4-5",1,"Prata",8,21326,5,2022-04-08,"Não","AM/FM",3,8253,"Usado","Médio"
45797227,"528","HYUNDAI","Elantra",2014,"Sedan","Sim","Gasolina","1.6","75000 km",4,"Automatico","Dianteira","4-5",10,"Prata",4,10976,5,2020-07-28,"Sim","AM",0,4569,"Usado","Econômico"
45809407,"639","CHEVROLET","Captiva",2014,"SUV","Sim","Diesel","2","98033 km",4,"Automatico","Dianteira","4-5",26,"Cinza",4,NA,3,2020-05-06,"Sim","AM",5,2413,"Usado",NA
45767630,"1017","MERCEDES-BENZ","C 300",2017,"Sedan","Sim","GASOLINA","2.0 Turbo","71520 km",6,"Tiptronic","Traseira","4-5",12,"Preto",10,65858,3,2022-05-26,"Não","AM",9,1252,"Usado","Luxo"
45651910,"431","FORD","Fusion",2016,"Sedan","Sim","Hibrido","2","194974 km",4,"Automatico","Dianteira","4-5",23,"Preto",0,8781,2,2022-07-15,"Não","AM",3,4638,"Usado","Econômico"
45128251,"1528","TOYOTA","Camry",2007,"Sedan","Sim","Hibrido","2.4","204000 km",4,"Automatico","Dianteira","4-5",18,"Preto",8,10976,2,2020-05-07,"Não","FM",4,8815,"Usado","Econômico"
45766315,"1194","TOYOTA","Tacoma",2013,"Sedan","Sim","Gasolina","4","57554 km",6,"Automatico","4x4","4-5",9,"Prata",12,19130,4,2022-03-26,"Não","AM/FM",5,4855,"Usado","Econômico"
44802831,"308","TOYOTA","Prius",2014,"Sedan","Nao","Hibrido","1.8","79000 km",4,"Automatico","Dianteira","4-5",12,"Prata",12,22580,4,2021-02-23,"Sim","AM/FM",9,3096,"Usado","Médio"
45657089,"-","HONDA","Civic",2005,"Hatchback","Nao","GASOLINA","1.7","160000 km",4,"Variator","Dianteira","4-5",12,"Prata",0,8154,4,2022-10-30,"Sim","FM",1,8506,"Usado","Econômico"
45810558,"-","TOYOTA","Land Cruiser Prado",2001,"SUV","Nao","Gás Natural","2.7","247000 km",4,"Automatico","4x4","4-5",4,"Preto",4,14740,3,2021-03-06,"Sim","AM",4,7066,"Usado","Econômico"
45759150,"1016","KIA","Optima",2017,"Sedan","Sim","GASOLINA","2","33005 km",4,"Automatico","Dianteira","4-5",15,"Preto",4,21639,3,2021-05-06,"Não","AM",9,8669,"Usado","Médio"
